"","Candidate.Name","Party.Name","EVM.Votes","Postal.Votes","Total.Votes","Percent.of.Votes","Constituency.ID","Constituency.Name","State.ID","State.Name"
"1215","Siva Chandra Reddy Komma","Anna YSR Congress Party","1398","24","1422","0.12",21,"Kadapa","S01","Andhra Pradesh"
"1313","Gona Purushottam Reddy","Independent","1131","3","1134","0.09",21,"Kadapa","S01","Andhra Pradesh"
"1410","Jakku Chenna Krishna Reddy","Independent","578","1","579","0.05",21,"Kadapa","S01","Andhra Pradesh"
"1510","Nyamatulla Shaik","Independent","755","4","759","0.06",21,"Kadapa","S01","Andhra Pradesh"
"169","Peddireddy Showry Subhash Reddy","Independent","865","0","865","0.07",21,"Kadapa","S01","Andhra Pradesh"
"176","Venu Gopal Rachineni","Independent","1748","0","1748","0.14",21,"Kadapa","S01","Andhra Pradesh"
"185","NOTA","None of the Above","14629","63","14692","1.2",21,"Kadapa","S01","Andhra Pradesh"
"316","Adala Prabhakara Reddy","Yuvajana Sramika Rythu Congress Party","677014","6816","683830","53.13",22,"Nellore","S01","Andhra Pradesh"
"416","Chandra Rajagopal","Communist Party of India  (Marxist)","18571","259","18830","1.46",22,"Nellore","S01","Andhra Pradesh"
"516","Chevuru Devakumar Reddy","Indian National Congress","9973","48","10021","0.78",22,"Nellore","S01","Andhra Pradesh"
"616","Beeda Masthan Rao","Telugu Desam","529571","5688","535259","41.59",22,"Nellore","S01","Andhra Pradesh"
"716","Sannapureddy Suresh Reddy","Bharatiya Janata Party","12278","235","12513","0.97",22,"Nellore","S01","Andhra Pradesh"
"816","Chinni Venkateswarlu","Pyramid Party of India","836","5","841","0.07",22,"Nellore","S01","Andhra Pradesh"
"916","Shaik Mahaboob Basha (Mabu)","Republican Party of India (A)","1317","2","1319","0.1",22,"Nellore","S01","Andhra Pradesh"
"1016","Kankanala Penchala Naidu","Independent","667","1","668","0.05",22,"Nellore","S01","Andhra Pradesh"
"1116","Narasapuram Prasad","Independent","2397","2","2399","0.19",22,"Nellore","S01","Andhra Pradesh"
"1216","Butti Nagaraju","Independent","1089","12","1101","0.09",22,"Nellore","S01","Andhra Pradesh"
"1314","Meda Malla Reddy","Independent","597","1","598","0.05",22,"Nellore","S01","Andhra Pradesh"
"1411","Sukapalli Naveen","Independent","1014","0","1014","0.08",22,"Nellore","S01","Andhra Pradesh"
"1511","Dr. S. Suresh Babu","Independent","1482","0","1482","0.12",22,"Nellore","S01","Andhra Pradesh"
"1610","NOTA","None of the Above","17128","33","17161","1.33",22,"Nellore","S01","Andhra Pradesh"
"317","Chintamohan","Indian National Congress","23926","113","24039","1.83",23,"Tirupati","S01","Andhra Pradesh"
"417","Doctor Daggumati Sreehari Rao","Bahujan Samaj Party","20847","124","20971","1.6",23,"Tirupati","S01","Andhra Pradesh"
"517","Panabaka Lakshmi","Telugu Desam","490605","3896","494501","37.65",23,"Tirupati","S01","Andhra Pradesh"
"617","Balli Durga Prasad Rao","Yuvajana Sramika Rythu Congress Party","717924","4953","722877","55.03",23,"Tirupati","S01","Andhra Pradesh"
"717","Bommi Srihari Rao","Bharatiya Janata Party","16001","124","16125","1.23",23,"Tirupati","S01","Andhra Pradesh"
"817","Karra Siva (Pyramid Siva)","Pyramid Party of India","998","5","1003","0.08",23,"Tirupati","S01","Andhra Pradesh"
"917","Neeruguttu Nagesh, M.A., Philosophy","Janapaalana Party (Democratic)","912","1","913","0.07",23,"Tirupati","S01","Andhra Pradesh"
"1017","Bokkam. Ramesh","Viduthalai Chiruthaigal Katchi","1194","1","1195","0.09",23,"Tirupati","S01","Andhra Pradesh"
"1117","Viruvuru Sudhakar","Vishwa Jana Party","995","3","998","0.08",23,"Tirupati","S01","Andhra Pradesh"
"1217","M. Solomon","Andhra Rastra Praja Samithi","1563","0","1563","0.12",23,"Tirupati","S01","Andhra Pradesh"
"1315","Kattamanchi Prabhakar","Independent","1430","0","1430","0.11",23,"Tirupati","S01","Andhra Pradesh"
"1412","K.S. Munirathnam","Independent","2117","2","2119","0.16",23,"Tirupati","S01","Andhra Pradesh"
"1512","NOTA","None of the Above","25750","31","25781","1.96",23,"Tirupati","S01","Andhra Pradesh"
"318","P.V.MIDHUN REDDY","Yuvajana Sramika Rythu Congress Party","695277","6934","702211","57.35",24,"Rajampet","S01","Andhra Pradesh"
"418","M.SHAJAHAN BASHA (JAHA)","Indian National Congress","20959","191","21150","1.73",24,"Rajampet","S01","Andhra Pradesh"
"518","D A SATHYA PRABHA","Telugu Desam","429710","4217","433927","35.44",24,"Rajampet","S01","Andhra Pradesh"
"618","ASADI. VENKATADRI","Rashtriya Krantikari Samajwadi Party","3449","11","3460","0.28",24,"Rajampet","S01","Andhra Pradesh"
"718","KARIMULLA KHAN PATTAN","Navataram Party","1132","3","1135","0.09",24,"Rajampet","S01","Andhra Pradesh"
"818","KHADER VALI SHAIK","Indian Union Muslim League","1555","2","1557","0.13",24,"Rajampet","S01","Andhra Pradesh"
"918","SYED MUKARRAM","Janasena Party","33833","153","33986","2.78",24,"Rajampet","S01","Andhra Pradesh"
"1018","NARESH KUMAR POOJALA","Independent","1761","7","1768","0.14",24,"Rajampet","S01","Andhra Pradesh"
"1118","PASUPULETI VENKATARAMANA ROYAL","Independent","3809","12","3821","0.31",24,"Rajampet","S01","Andhra Pradesh"
"1218","NOTA","None of the Above","21289","50","21339","1.74",24,"Rajampet","S01","Andhra Pradesh"
"319","CHEEMALA. RANGAPPA","Indian National Congress","24497","146","24643","1.87",25,"Chittoor","S01","Andhra Pradesh"
"419","JAYARAM DUGGANI","Bharatiya Janata Party","10137","359","10496","0.8",25,"Chittoor","S01","Andhra Pradesh"
"519","NARAMALLI SIVA PRASAD","Telugu Desam","545374","4147","549521","41.65",25,"Chittoor","S01","Andhra Pradesh"
"619","C. PUNYAMURTHY","Bahujan Samaj Party","19952","110","20062","1.52",25,"Chittoor","S01","Andhra Pradesh"
"719","N. REDDEPPA","Yuvajana Sramika Rythu Congress Party","681325","5467","686792","52.05",25,"Chittoor","S01","Andhra Pradesh"
"819","PALLIPATTU. ABHINAV VISHNU","Mundadugu Praja Party","3441","4","3445","0.26",25,"Chittoor","S01","Andhra Pradesh"
"919","P. RAMACHANDRAN","Independent","1854","9","1863","0.14",25,"Chittoor","S01","Andhra Pradesh"
"1019","A. HEMANTH","Independent","2089","5","2094","0.16",25,"Chittoor","S01","Andhra Pradesh"
"1119","NOTA","None of the Above","20503","53","20556","1.56",25,"Chittoor","S01","Andhra Pradesh"
"320","Ashok Gajapathi Raju Pusapati","Telugu Desam","527307","3075","530382","43.55",3,"Vizianagaram","S01","Andhra Pradesh"
"420","Adiraju Yedla","Indian National Congress","15607","118","15725","1.29",3,"Vizianagaram","S01","Andhra Pradesh"
"520","Bellana Chandra Sekhar","Yuvajana Sramika Rythu Congress Party","573466","4952","578418","47.49",3,"Vizianagaram","S01","Andhra Pradesh"
"620","Sanyasi Raju Pakalapati","Bharatiya Janata Party","6902","364","7266","0.6",3,"Vizianagaram","S01","Andhra Pradesh"
"720","P.V.A. Ananda Sagar","Samaanya Praja Party","4981","2","4983","0.41",3,"Vizianagaram","S01","Andhra Pradesh"
"820","Chiranjeevi Lingala","Andhra Chaitanya Party","1261","2","1263","0.1",3,"Vizianagaram","S01","Andhra Pradesh"
"920","Mukka Srinivas Rao","Janasena Party","33779","413","34192","2.81",3,"Vizianagaram","S01","Andhra Pradesh"
"1020","Lagudu. Govinda Rao","Jana Jagruti Party","787","4","791","0.06",3,"Vizianagaram","S01","Andhra Pradesh"
"1120","Surya Bhavani. K","Pyramid Party of India","822","8","830","0.07",3,"Vizianagaram","S01","Andhra Pradesh"
"1219","Yella Rao Siyyadula","Independent","1010","0","1010","0.08",3,"Vizianagaram","S01","Andhra Pradesh"
"1316","Dhanalakoti Ramana","Independent","1172","4","1176","0.1",3,"Vizianagaram","S01","Andhra Pradesh"
"1413","Pentapati Rajesh","Independent","1461","1","1462","0.12",3,"Vizianagaram","S01","Andhra Pradesh"
"1513","Ijjurouthu Ramunaidu","Independent","4550","3","4553","0.37",3,"Vizianagaram","S01","Andhra Pradesh"
"1611","Venkata Trindha Rao Veluri","Independent","6336","2","6338","0.52",3,"Vizianagaram","S01","Andhra Pradesh"
"177","NOTA","None of the Above","29468","33","29501","2.42",3,"Vizianagaram","S01","Andhra Pradesh"
"321","DAGGUBATI PURANDESWARI","Bharatiya Janata Party","33430","462","33892","2.73",4,"Visakhapatnam","S01","Andhra Pradesh"
"421","PEDADA. RAMANIKUMARI","Indian National Congress","14550","83","14633","1.18",4,"Visakhapatnam","S01","Andhra Pradesh"
"521","BHARAT MATHUKUMILLI","Telugu Desam","431093","1399","432492","34.89",4,"Visakhapatnam","S01","Andhra Pradesh"
"621","M V V SATYANARAYANA","Yuvajana Sramika Rythu Congress Party","433968","2938","436906","35.24",4,"Visakhapatnam","S01","Andhra Pradesh"
"721","GEORGE BANGARI","Viduthalai Chiruthaigal Katchi","3027","1","3028","0.24",4,"Visakhapatnam","S01","Andhra Pradesh"
"821","B. JAYA VENU GOPAL","Pyramid Party of India","1622","5","1627","0.13",4,"Visakhapatnam","S01","Andhra Pradesh"
"921","V.V. LAKSHMI NARAYANA","Janasena Party","287072","1802","288874","23.3",4,"Visakhapatnam","S01","Andhra Pradesh"
"1021","ANMISH VARMA","Independent","1904","11","1915","0.15",4,"Visakhapatnam","S01","Andhra Pradesh"
"1121","R. UDAYA GOWRI","Independent","1384","0","1384","0.11",4,"Visakhapatnam","S01","Andhra Pradesh"
"1220","KOTHAPALLI GEETHA","Independent","1155","3","1158","0.09",4,"Visakhapatnam","S01","Andhra Pradesh"
"1317","GAMPALA SOMASUNDARAM","Independent","1127","1","1128","0.09",4,"Visakhapatnam","S01","Andhra Pradesh"
"1414","GANNU MALLAYYA","Independent","1311","2","1313","0.11",4,"Visakhapatnam","S01","Andhra Pradesh"
"1514","DURGAPRASAD. GUNTU","Independent","2463","1","2464","0.2",4,"Visakhapatnam","S01","Andhra Pradesh"
"1612","PULAPAKA RAJA SEKHAR","Independent","2294","0","2294","0.19",4,"Visakhapatnam","S01","Andhra Pradesh"
"178","NOTA","None of the Above","16626","20","16646","1.34",4,"Visakhapatnam","S01","Andhra Pradesh"
"322","ADARI ANAND KUMAR","Telugu Desam","495381","1653","497034","40.13",5,"Anakapalli","S01","Andhra Pradesh"
"422","Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram)","Bharatiya Janata Party","12888","388","13276","1.07",5,"Anakapalli","S01","Andhra Pradesh"
"522","Dr.Beesetti Venkata Satyavathi","Yuvajana Sramika Rythu Congress Party","583210","3016","586226","47.33",5,"Anakapalli","S01","Andhra Pradesh"
"622","Ruthala Srirama Murthy","Indian National Congress","10072","49","10121","0.82",5,"Anakapalli","S01","Andhra Pradesh"
"722","P.S.AJAY KUMAR","Communist Party of India  (Marxist-Leninist)  (Liberation)","2708","8","2716","0.22",5,"Anakapalli","S01","Andhra Pradesh"
"822","K B SWAROOP","Jana Jagruti Party","1615","6","1621","0.13",5,"Anakapalli","S01","Andhra Pradesh"
"922","Chintala Partha Sarathi","Janasena Party","82126","462","82588","6.67",5,"Anakapalli","S01","Andhra Pradesh"
"1022","Taadi Veera Jagadeeshwari","Pyramid Party of India","1801","2","1803","0.15",5,"Anakapalli","S01","Andhra Pradesh"
"1122","Vadlamuri Krishna Swaroop","Dalita Bahujana Party","4443","1","4444","0.36",5,"Anakapalli","S01","Andhra Pradesh"
"1221","Appala Naidu Tummagunta","Independent","3760","5","3765","0.3",5,"Anakapalli","S01","Andhra Pradesh"
"1318","NOTA","None of the Above","34877","20","34897","2.82",5,"Anakapalli","S01","Andhra Pradesh"
"323","CHALAMALASETTY SUNIL","Telugu Desam","508361","3531","511892","41.46",6,"Kakinada","S01","Andhra Pradesh"
"423","MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU)","Indian National Congress","8601","39","8640","0.7",6,"Kakinada","S01","Andhra Pradesh"
"523","YALLA VENKATA RAMA MOHAN RAO (DORABABU)","Bharatiya Janata Party","9456","140","9596","0.78",6,"Kakinada","S01","Andhra Pradesh"
"623","VANGA GEETHAVISWANATH","Yuvajana Sramika Rythu Congress Party","534655","2975","537630","43.54",6,"Kakinada","S01","Andhra Pradesh"
"723","APPALAKONDA VANGALAPUDI","Mundadugu Praja Party","2997","0","2997","0.24",6,"Kakinada","S01","Andhra Pradesh"
"823","B. GEETHA","Praja Shanthi Party","1687","1","1688","0.14",6,"Kakinada","S01","Andhra Pradesh"
"923","GODUGU SATYANARAYANA","Communist Party of India  (Marxist-Leninist)  (Liberation)","1723","1","1724","0.14",6,"Kakinada","S01","Andhra Pradesh"
"1023","JYOTHULA VENKATESWARA RAO","Janasena Party","132124","524","132648","10.74",6,"Kakinada","S01","Andhra Pradesh"
"1123","DONAM NEELAKANTAM","All India Praja Party","980","0","980","0.08",6,"Kakinada","S01","Andhra Pradesh"
"1222","PEDDIMSETTI. VENKATESWARARAO","Jana Jagruti Party","812","3","815","0.07",6,"Kakinada","S01","Andhra Pradesh"
"1319","VASAMSETTY VENKATARAMANA","All India Forward Bloc","1012","2","1014","0.08",6,"Kakinada","S01","Andhra Pradesh"
"1415","SATHI VEERALAKSHMI","Pyramid Party of India","1117","2","1119","0.09",6,"Kakinada","S01","Andhra Pradesh"
"1515","ANKADI SATHIBABU","Independent","1381","0","1381","0.11",6,"Kakinada","S01","Andhra Pradesh"
"1613","KAKILETI RAVINDRA","Independent","3325","2","3327","0.27",6,"Kakinada","S01","Andhra Pradesh"
"179","MEDISETTI VIJAYA KUMAR","Independent","2051","0","2051","0.17",6,"Kakinada","S01","Andhra Pradesh"
"186","NOTA","None of the Above","17117","36","17153","1.39",6,"Kakinada","S01","Andhra Pradesh"
"324","NALLURI VIJAYA SRINIVASA RAO","Indian National Congress","12678","47","12725","1.02",8,"Rajahmundry","S01","Andhra Pradesh"
"424","PARAVASTU SATYA GOPINATH DAS","Bharatiya Janata Party","12165","169","12334","0.99",8,"Rajahmundry","S01","Andhra Pradesh"
"524","MAGANTI ROOPA","Telugu Desam","459100","1290","460390","36.82",8,"Rajahmundry","S01","Andhra Pradesh"
"624","MARGANI BHARAT","Yuvajana Sramika Rythu Congress Party","578471","3553","582024","46.55",8,"Rajahmundry","S01","Andhra Pradesh"
"724","AKULA SATYANARAYANA","Janasena Party","155164","643","155807","12.46",8,"Rajahmundry","S01","Andhra Pradesh"
"824","GEDDAM DAVID NELSON BABU","Ambedkarite Party of India","1752","5","1757","0.14",8,"Rajahmundry","S01","Andhra Pradesh"
"924","BANDARU RAJESWARA RAO","Jana Jagruti Party","1034","1","1035","0.08",8,"Rajahmundry","S01","Andhra Pradesh"
"1024","MEDA SRINIVAS","Rashtriya Praja Congress  (Secular)","994","2","996","0.08",8,"Rajahmundry","S01","Andhra Pradesh"
"1124","SANGISETTI SRINIVASA RAO","Pyramid Party of India","1156","5","1161","0.09",8,"Rajahmundry","S01","Andhra Pradesh"
"1223","KURUVELLA BHANUCHANDAR","Independent","1242","0","1242","0.1",8,"Rajahmundry","S01","Andhra Pradesh"
"1320","KOLLAPU VENU","Independent","2868","1","2869","0.23",8,"Rajahmundry","S01","Andhra Pradesh"
"1416","NOTA","None of the Above","18064","23","18087","1.45",8,"Rajahmundry","S01","Andhra Pradesh"
"325","KANUMURU BAPIRAJU","Indian National Congress","13678","132","13810","1.18",9,"Narsapuram","S01","Andhra Pradesh"
"425","KANUMURU RAGHU RAMA KRISHNA RAJU","Yuvajana Sramika Rythu Congress Party","442736","4858","447594","38.11",9,"Narsapuram","S01","Andhra Pradesh"
"525","PYDIKONDALA MANIKYALA RAO","Bharatiya Janata Party","12118","260","12378","1.05",9,"Narsapuram","S01","Andhra Pradesh"
"625","V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA)","Telugu Desam","413674","2011","415685","35.39",9,"Narsapuram","S01","Andhra Pradesh"
"725","YELLA VENU GOPAL RAO","Nava Samaj Party","4268","2","4270","0.36",9,"Narsapuram","S01","Andhra Pradesh"
"825","GANJI PURNIMA","Republican Party of India (A)","865","2","867","0.07",9,"Narsapuram","S01","Andhra Pradesh"
"925","GURUGUBILLI RAMBABU","Marxist Communist Party of India (United)","582","0","582","0.05",9,"Narsapuram","S01","Andhra Pradesh"
"1025","G S RAJU","Samajwadi Party","3459","3","3462","0.29",9,"Narsapuram","S01","Andhra Pradesh"
"1125","DASARI KRISHNA MURTHY","India Praja Bandhu Party","1600","0","1600","0.14",9,"Narsapuram","S01","Andhra Pradesh"
"1224","NALLAM SURYA CHANDRA RAO","Pyramid Party of India","2194","9","2203","0.19",9,"Narsapuram","S01","Andhra Pradesh"
"1321","NAGABABU KONIDELA","Janasena Party","248675","1614","250289","21.31",9,"Narsapuram","S01","Andhra Pradesh"
"1417","K.A.PAUL","Praja Shanthi Party","3018","19","3037","0.26",9,"Narsapuram","S01","Andhra Pradesh"
"1516","GOTTUMUKKALA SHIVAJI","Independent","1273","0","1273","0.11",9,"Narsapuram","S01","Andhra Pradesh"
"1614","NALLI RAJESH","Independent","2646","2","2648","0.23",9,"Narsapuram","S01","Andhra Pradesh"
"1710","MEDAPATI VARAHALA REDDY","Independent","2674","3","2677","0.23",9,"Narsapuram","S01","Andhra Pradesh"
"187","NOTA","None of the Above","12031","35","12066","1.03",9,"Narsapuram","S01","Andhra Pradesh"
"326","Lowangcha Wanglat","Indian National Congress","80378","3557","83935","28.57",2,"ARUNACHAL EAST","S02","Arunachal Pradesh"
"426","Mongol Yomso","People's Party of Arunachal","22160","777","22937","7.81",2,"ARUNACHAL EAST","S02","Arunachal Pradesh"
"526","Tapir Gao","Bharatiya Janata Party","148567","5316","153883","52.38",2,"ARUNACHAL EAST","S02","Arunachal Pradesh"
"626","Bandey Mili","Janata Dal  (Secular)","15304","654","15958","5.43",2,"ARUNACHAL EAST","S02","Arunachal Pradesh"
"726","C. C. Singpho","Independent","10955","538","11493","3.91",2,"ARUNACHAL EAST","S02","Arunachal Pradesh"
"826","NOTA","None of the Above","5490","85","5575","1.9",2,"ARUNACHAL EAST","S02","Arunachal Pradesh"
"327","KIREN RIJIJU","Bharatiya Janata Party","216494","9302","225796","63.02",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"427","NABAM TUKI","Indian National Congress","49362","1591","50953","14.22",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"527","SUBU KECHI","People's Party of Arunachal","4633","133","4766","1.33",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"627","JARJUM ETE","Janata Dal  (Secular)","41509","2410","43919","12.26",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"727","JOMIN NYOKIR KARA","All India Forward Bloc","1879","42","1921","0.54",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"827","KHYODA APIK","National People's Party","26530","589","27119","7.57",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"926","RUMAK JOMOH","Independent","1878","68","1946","0.54",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"1026","NOTA","None of the Above","1837","52","1889","0.53",1,"ARUNACHAL WEST","S02","Arunachal Pradesh"
"328","BIREN SINGH ENGTI","Indian National Congress","141344","346","141690","22.94",3,"Autonomous District","S03","Assam"
"428","HOREN SING BEY","Bharatiya Janata Party","380183","1133","381316","61.73",3,"Autonomous District","S03","Assam"
"528","LIENKHOCHON","National People's Party","9920","117","10037","1.62",3,"Autonomous District","S03","Assam"
"628","HOLIRAM TERANG","Autonomous State Demand Committee","36840","75","36915","5.98",3,"Autonomous District","S03","Assam"
"728","JONES INGTI KATHAR","Independent","39425","158","39583","6.41",3,"Autonomous District","S03","Assam"
"828","NOTA","None of the Above","8160","34","8194","1.33",3,"Autonomous District","S03","Assam"
"329","KRIPANATH MALLAH","Bharatiya Janata Party","471946","1100","473046","44.62",1,"Karimganj","S03","Assam"
"429","CHANDAN DAS","All India Trinamool Congress","4848","22","4870","0.46",1,"Karimganj","S03","Assam"
"529","RADHESHYAM BISWAS","All India United Democratic Front","434519","138","434657","41",1,"Karimganj","S03","Assam"
"629","SWARUP DAS","Indian National Congress","120293","159","120452","11.36",1,"Karimganj","S03","Assam"
"729","AJOY KUMAR SARKAR","All India Forward Bloc","1537","1","1538","0.15",1,"Karimganj","S03","Assam"
"829","NIKHIL RANJAN DAS","Hindusthan Nirman Dal","2518","1","2519","0.24",1,"Karimganj","S03","Assam"
"927","PROBASH CHANDRA SARKAR","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","1165","1","1166","0.11",1,"Karimganj","S03","Assam"
"1027","ANUPAM SINGHA","Independent","1057","12","1069","0.1",1,"Karimganj","S03","Assam"
"1126","PARIKSHIT ROY","Independent","2765","0","2765","0.26",1,"Karimganj","S03","Assam"
"1225","RABINDRA CHANDRA DAS","Independent","1714","5","1719","0.16",1,"Karimganj","S03","Assam"
"1322","RAJU DAS","Independent","2107","4","2111","0.2",1,"Karimganj","S03","Assam"
"1418","RAMNARAYAN SUKLABAIDYA","Independent","1795","0","1795","0.17",1,"Karimganj","S03","Assam"
"1517","SATYAJIT DAS","Independent","2986","2","2988","0.28",1,"Karimganj","S03","Assam"
